image,ground_truth,prediction,cer
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/36.jpg,Phải là một câu chuyện đàng hoàng! Nhóm công nhân dũng cảm ấy gồm,Phân tích mối liên hệ chuyển hướng về tham gia nghiên cứu đánh giá mới về quản lý,0.8461538461538461
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/37.jpg,20 người vậy mà hầu như nay đã lang bạt hết. Chỉ còn anh Đại và bốn,20 người Việt mới bàn thân ngày thấy hẹn hẹn. Chứ mình Đen vẫn thật,0.582089552238806
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/38.jpg,"người khác. Thân phận, cuộc sống của họ là bi đát, và điều mỉa mai cũng","người nhớ thế, thân phản, quảng cáo không có thị trấn đối tác mà mặc cũng",0.5633802816901409
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/39.jpg,"như làm chạnh lòng tôi là có phải họ đã xả thân vì đại nghĩa để rồi gia đình,","when some changes in the pattern of the x-axis and y-axis in the figure, the",0.7792207792207793
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/40.jpg,"vợ con ly tán, thất nghiệp, lâm vào cảnh đời tan nát như thế sao! Vì sao họ","i've only been doing this thing, but i was only doing it for a little while.",0.7866666666666666
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/41.jpg,"đã làm điều đó? Ba năm trôi qua, chắc hẳn đã hàng trăm, ngàn lần","He bin diwan dius Bar man finna, what han' da hay toun ngun ha'",0.640625
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/42.jpg,"câu hỏi đó tự đến với họ hoặc đến từ người thân, bạn bè đi kèm sự chua",can have a lot of fun - we'll have fun in your living room.,0.7714285714285715
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/43.jpg,"chát, ngậm ngùi.",chat / nymm my.,0.5625
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/44.jpg,"Và hôm nay, chúng ta cũng cần hỏi câu hỏi này với chính mình.","va bám này, chuyện luôn còn hơi còn hàng vừa chính mình.",0.4098360655737705
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/1.jpg,Thứ trưởng Bộ Tài nguyên & môi trường Đặng Hùng Võ tâm đắc với,Thứ tháng Bảy năm ngày và mới tháng Đáng Hùng vào năm 1942 với:,0.43548387096774194
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/2.jpg,"cơ chế "" khuyến khích nhà đầu tư thỏa thuận với người sử dụng đất để nhận","có thể ""không khác, mà tôi thỏa thuận với người sửa đổi"" để nhấn",0.3698630136986301
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/3.jpg,"chuyển nhượng hoặc thuê quyền sử dụng đất, nhận góp vốn bằng quyền sử","chuyên nhúng hoặc thực quyển sử dụng đặt, nhân góp vốn bảng quyển sử",0.14492753623188406
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/4.jpg,"dụng đất... "" Nhưng tại hội nghị hôm qua, tiếng nói từ các sở tài nguyên","dùng đặt ... "" Mừng tai hồi nghĩa hôm qua, tiếng nói: hãi cái gò tàn nguyện.",0.2777777777777778
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/5.jpg,"& môi trường lại đều đồng thanh "" loại bỏ "" điều khoản này ra khỏi dự thảo.","và mới thấy lời tiếc hãm ""you bo"" tiếc chưa nảy ra loại đủ tháo.",0.5466666666666666
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/6.jpg,Giám đốc Sở Tài nguyên & môi trường Hải Phòng Chu Minh Tuấn cho,gian đời Sở tài nguyên và môi trường Hải phòng chương Minh Trần che,0.20634920634920634
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/7.jpg,"biết thành phố cảng từng áp dụng cơ chế "" thỏa thuận "" trong một số","but think that can't bring up being a cheater. ""I don't think I'm a cheater.""",0.7164179104477612
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/8.jpg,"rất ít trường hợp, vậy mà đã gây phản ứng theo kiểu dây chuyền khá","yet it might happen, and my main goal in my life is to stay young the whole day.",0.8787878787878788
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/9.jpg,"mạnh : anh này nhận tiền rồi quay lại đòi nữa, anh kia thỏa thuận","mamh: anh nay nhân triển rồi quay lại đời mùa, anh luôn thơ thưa.",0.2923076923076923
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/10.jpg,xong quay ra đòi thỏa thuận lại...,xong quay ra tôi thoa' thua lai...,0.20588235294117646
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/11.jpg,"Chưa kể để doanh nghiệp và người dân "" nói chuyện "" với nhau như","clima leită"" doamă înghețat va îngheța dacă ""nici clingeță"" voia înainte me",0.71875
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/12.jpg,"vậy, quyền của cơ quan quản lý nhà nước sẽ mất đi. "" Tôi cũng có suy","vâng, quyên của cô quan quan lý nhà nước sẽ mất đi. ""Tôi cũng có sự",0.1323529411764706
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/13.jpg,"nghĩ như đồng chí "" Bỏ được qui định này đi thì tốt. Cùng một lúc chúng","night-night chai"" Bo"" there, you drink may stir the hot. Can't make the thing",0.647887323943662
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/14.jpg,ta thực hiện hai cơ chế (vừa Nhà nước thực hiện thu hồi đất như cách,"на что ни к чему, если сонно, когда надо, то что ни в чем не дано, что ни в чем нет.",1.0294117647058822
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/15.jpg,"làm lâu nay, vừa khuyến khích nhà đầu tư thỏa thuận với người sử dụng","kim nay, suân lehgren’ khác là một đoạn từ thông thường với người sử dụng",0.4782608695652174
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/16.jpg,"đất) thì phức tạp - ông Trịnh Kiên Đĩnh, phó giám đốc Sở Tài","тай (т) пил'кап - jəŋ Trinh ličen Əlin, p'ə'giən stə'cə sə'ta",0.6666666666666666
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/17.jpg,"nguyên - môi trường và nhà đất Hà Nội, lên tiếng.",negligent - most dutifully was what death had no right to do.,0.8163265306122449
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/18.jpg,"Bảo vệ lập trường của cơ quan soạn thảo, Thứ trưởng Đặng Hùng Võ khẳng định","Báo với, lớp thường cần quen sạch tháo, Thủ trưởng đứng vị trí thứ nhất.",0.4533333333333333
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/19.jpg,""" trường hợp nhà đầu tư có nhu cầu thỏa thuận với người đang sử dụng đất, chúng","nǐnǐng hǎo, mā mā shì ér sān nián chū rì, wǒ nǐ guò le dāng rén de, dìng",0.7341772151898734
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/20.jpg,"ta cần khuyến khích vì Nhà nước chẳng mất cái gì cả "". Ông Võ "" kêu gọi "" :","ta cán huỳnh biết rõ Nhà nước chẳng mất cái gì cả "". ông vợ ""kiên gọi"":",0.24
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/21.jpg,"chúng ta cần thay đổi trong quan điểm, không nên để hệ thống hành chính","ching fe cên thay đổi trong quan điểm, không nên đọc lên thông hành chính",0.14084507042253522
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/22.jpg,"ôm về mình nhiều quá, bởi ôm càng nhiều thì sai càng nhiều. Bộ trưởng Mai","ơn viêm nhìn qua, bởi ôm càng nhìn thì sao càng nhìn, Bí trưng Mai",0.2876712328767123
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/23.jpg,Ái Trực tiếp lời : Các nước đều áp dụng cơ chế tự thỏa thuận khi thu hồi,Aí frute tróp léi: Che muió stáir do lengy ós ché tróth thóag lhú thúchó!,0.5833333333333334
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/24.jpg,đất.,书法,1.0
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/25.jpg,"Ngay cả trường hợp ta không qui định, người dân và doanh nghiệp vẫn thực hiện","Ngay cũ trường hẹp tư liêng qui định, người dân và doanh nghiệp vẫn thực hiện",0.07792207792207792
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/26.jpg,"cơ chế này. "" Nếu cứ dùng quyền lực hành chính nhà nước với mô hình khuôn","of the day. ""We'll do things right, the hand that makes music is the hand that does it.""",0.8493150684931506
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/27.jpg,"cứng, người dân sẽ kêu "" - ông Trực nói. Chuyện "" bố "" - "" con "". Phó giám đốc","cùng, người dân tác kêu ""ông Trúc nói. Chuyên ""bò"" - ""con"". Phó Giám đốc.",0.19230769230769232
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/28.jpg,Sở Tài nguyên - môi trường & nhà đất Hà Nội Trịnh Kiên Đĩnh đề nghị : thẩm,Số Tài nguyên - môi trường ở nhà đất Hà Nội Trinh Kiên Đình đất nghị: Trần,0.13513513513513514
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/29.jpg,"quyền thu hồi đất, giao đất phải được thể hiện theo tinh thần "" ông bố bao trùm","quyên thư lời: đặt, giao đặt phải: đưa thơ hien theo tình ưng lời bao trùm",0.3037974683544304
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/30.jpg,"ông con "". Theo đó, UBND cấp tỉnh, thành phố được quyền thu hồi, giao đất","Bing can’t. Theo doesn’t think, thanks please, guys in the list, you don’t",0.6301369863013698
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/31.jpg,"thuộc thẩm quyền của UBND cấp quận, huyện (thay vì qui định như hiện nay,","These thăm quyên của UBND cấp quận, huyện (They or qui định như thêm này,",0.1780821917808219
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/32.jpg,""" ông bố "" muốn làm điều này phải thông báo cho "" ông con "" thực hiện, vừa nhiêu","""Ủng bố"" mưu sản đại niệm phải thông báo cho ông con ""thực hiện, ưu tiên""",0.3125
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/33.jpg,khê vừa không thể hiện hướng đi cải cách thủ tục hành chính).,the sun shining like a burning star each time the thunderous.,0.7213114754098361
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/34.jpg,"Lập tức Thứ trưởng Đặng Hùng Võ phản ứng : "" ông bố "" có quyền của "" ông bố "",","Tap the third finger, bring the thumb up, ""long be"" to queen in a ""long be"".",0.5897435897435898
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/35.jpg,""" ông con "" có quyền của "" ông con "". Luật không cho phép "" ông bố "" làm thay "" ông","""Gìng còn"" có quyển của ""Gìng còn"". Lượt không đảo pháp ""ông bà"" làm thay ""ông",0.21686746987951808
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/36.jpg,"con "". Trường hợp nào làm thay là phạm luật, chỉ có điều hiện nay các "" ông","com"". Trường hợp nào làm thay lại phạm luật, thì có điều kiện huy động",0.21333333333333335
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/250/37.jpg,"con "" không dám kêu mà thôi!","con ""kêng đám kiên ma-tsi !""",0.42857142857142855
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/1.jpg,KHÁI QUÁT VỀ BIỂN ĐẢO VIỆT NAM,KHAI QUẢT VIỆN BIẾN ĐẬO VIỆT NAM,0.23333333333333334
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/2.jpg,Nước ta giáp với biển Đông ở hai phía Đông và Nam. Vùng biển Việt Nam,Nước ta gặp với bình Đông ở hai phía Đông và Nam. Vùng bình Việt Nam,0.11594202898550725
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/3.jpg,là một phần biển Đông.,là một phản biện đóng.,0.13636363636363635
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/4.jpg,"Bờ biển dài 3.260 km, từ Quảng Ninh đến Kiên Giang. Như vậy cứ 100 km2","Bà biên đài 3.260 km, tại Quảng Ninh tân Kiên Giang. Như vậy đã 100 km.",0.14285714285714285
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/5.jpg,thì có 1 km bờ biển (trung bình của thế giới là 600 km2 đất liền / 1 km bờ biển).,thì có 1 km bị biên (trung bình của thời gian là 600km² đạt biên/1km bị biên).,0.19753086419753085
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/6.jpg,"Biển có vùng nội thủy, lãnh hải, vùng đặc quyền kinh tế và thềm lục địa với","Bên cơ vùng nội thụy, tành hài, vùng đa nguyên kinh tế và thêm lịch sử",0.28
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/7.jpg,diện tích trên 1 triệu km2 (gấp 3 diện tích đất liền : 1 triệu km2 /,"when fish aren't alive, they're gone & dies for fish that live: fishes",0.7941176470588235
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/8.jpg,330.000 km2),"\[ 330.000 \, \text{km}^2 \]",1.4166666666666667
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/9.jpg,"Trong đó có 2 quần đảo Hoàng Sa, Trường Sa và 2.577 đảo lớn, nhỏ,","Gương đó có liệu thông Sa, Gương Sa và 2.5772của thời,",0.4461538461538462
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/10.jpg,"gần và xa bờ, hợp thành phòng tuyến bảo vệ, kiểm soát và làm chủ","gài vì xa bố, hẹp thính phòng tuyển báo vệ, kiếm soát và làm chủ",0.140625
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/11.jpg,vùng biển.,"Mün  
bien?",0.6
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/12.jpg,"Có vị trí chiến lược quan trọng : nối liền Thái Bình Dương với Ấn Độ Dương,","Cô vị thứ chiến thắng quan trọng: mọi liên hệ bữu Đông với Anh Đông,",0.37333333333333335
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/13.jpg,"châu Á với châu Âu, châu Úc với Trung Đông. Giao lưu quốc tế thuận","cháu A với cháu A, cháu Vô với Trung Đông. Giáo luôn quyết thích",0.2878787878787879
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/14.jpg,"lợi, phát triển ngành biển.","\[ \{ \text{iii, phát triển ngành bản} \}. \]",0.8518518518518519
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/15.jpg,Có khí hậu biển là vùng nhiệt đới tạo điều kiện cho sinh vật biển phát,Có khi hầu biên lá vùng nhiệt đội tạo điều kiện cho sâu vât biên phát,0.14285714285714285
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/16.jpg,"triển, tồn tại tốt.","триен, тян тай тът.",0.7368421052631579
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/17.jpg,"Có tài nguyên sinh vật và khoáng sản phong phú, đa dạng, quý hiếm.","Có tài nguyên sinh vật và khoảng sân phòng phù, tá dạng quý hôm.",0.13636363636363635
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/18.jpg,"Vùng biển và hải đảo nước ta có vị trí chiến lược hết sức to lớn, có ảnh hưởng","Vùng bình văn hải đảo mốc ta có rìa chính lưỡi hết sức to lớn, có ảnh hưởng",0.24358974358974358
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/19.jpg,trực tiếp đến sự nghiệp bảo vệ nền độc lập dân tộc và xây dựng chủ nghĩa,trúc-tập đến sự nghiệp bảo vệ niên độc lập đảm bảo vai trò đáng chú nghĩa.,0.2916666666666667
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/20.jpg,"xã hội, có liên quan trực tiếp đến sự phồn vinh của đất nước, đến văn","xǐ hài, eó hèn quen thích tấp đến sự phản vinh của đất mùa, đến văn",0.2463768115942029
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/254/21.jpg,minh và hạnh phúc của nhân dân.,mình và hành phúc của mình dân.,0.1935483870967742
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/1.jpg,Chương trình hành động thực hiện Nghị quyết trung ương 9 - khóa,Chuông trình hành dòng thực hiện Nghị quyết trung ương 9-thoại,0.15873015873015872
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/2.jpg,IX của Đảng bộ TP.HCM Về xây dựng Đảng : tiếp tục chỉ đạo mạnh,"IX cùa Đàng bà TP.HCM về xây dựng Đàng: tiếp tục chỉ đạo mạnh,",0.0967741935483871
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/3.jpg,"mẽ, có hiệu quả cuộc vận động xây dựng chỉnh đốn Đảng theo tinh","mèi, cô hiụu quả cuôc vân tông xây dựng chính tâm Đảng đệo tinh.",0.3333333333333333
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/4.jpg,"thần nghị quyết trung ương 6 (lần 2). Theo đó, tiếp tục thực hiện việc","đường nghị quyết trung ương 6 (liên đề). Theo đó, tiếp tục được hiện việc",0.15714285714285714
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/5.jpg,kê khai nhà đất và cơ sở sản xuất kinh doanh của cán bộ - công chức;,Lê khai mời đất và có sợ xin quát hình doanh của cán bộ - cảng chày.,0.23529411764705882
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/6.jpg,"tăng cường thanh kiểm tra những nơi có dấu hiệu vi phạm, đặc biệt","tăng cường thành hiện trạng những nơi có điều hiện vi phạm, đặc biệt",0.16923076923076924
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/7.jpg,trong lĩnh vực đất đai và các công trình trọng điểm.,trong linh viết đặt đại văn cai cộng trình trong điển.,0.25
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/8.jpg,Xử lý nghiêm minh theo pháp luật và kỷ luật của Đảng những người,Xǐ lǐyíngmíng mínhòu zhào pìap liànt wǎ hǐ liànt cuàidàng míngnguóir,0.578125
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/9.jpg,có hành vi sai trái và những người bao che. Thực hiện tốt các quy định,"cù hánh vì sai trái và những người bao che. Thích hiện tốt cả quy định,",0.11428571428571428
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/10.jpg,"đối với cán bộ lãnh đạo, quản lý để xảy ra tham nhũng, tiêu cực ở cơ","tôi vẫn còn bỏ lành dao, quản lý để xảy ra ham nhưng tiêu cực 3 cơ",0.19117647058823528
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/11.jpg,"quan, đơn vị. Kiện toàn và tăng cường sức chiến đấu của tổ chức","mean, đơn vị. Kiên trần và tảng xuống sức chịu đau của tổ chức",0.20634920634920634
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/12.jpg,cơ sở Đảng. Tiếp tục đổi mới và nâng cao công tác cán bộ. Tiếp tục,c8 33 Đảng. Trúp túc đổi mới vai măng cao công tác cán bộ. Trúp túc,0.19696969696969696
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/13.jpg,đổi mới phương thức lãnh đạo của cấp ủy Đảng theo phương châm,tôi mới phường thức lành tạo của cặp úy đáng phường chân.,0.26229508196721313
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/14.jpg,hướng mạnh về cơ sở.,hùng manh về cả 3.,0.3
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/15.jpg,"Về cải cách hành chính : Tập trung chấn chỉnh mạnh hơn nữa kỷ cương,",Về dài cách hành chính: Tập trung chân chính mạnh hơn mùa hội cương,0.16176470588235295
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/16.jpg,"kỷ luật trong bộ máy hành chính, nâng cao tinh thần trách nhiệm và","hú luật trọng bả: mày hành chính, nâng cao trình thân tách nhiệm và",0.15151515151515152
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/17.jpg,"ý thức kỷ luật của CB - CC, nhất là trên lĩnh vực nhà đất, đầu tư,","j' dière hip luat cuo CC, mhat la tren linh vie mha dat, daute.",0.5151515151515151
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/18.jpg,"kinh doanh, trật tự xây dựng và giải quyết khiếu nại, tố cáo.","mình doanh, trật tự cây dừng và giàu quyết nhiều mẹ, từ câu:",0.2459016393442623
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/19.jpg,Xây dựng hoàn thiện hệ thống các qui trình thủ tục hành chính.,Kaiy dùng hoàn thiện hệ thống các quy trình thủ tục hành chính.,0.08064516129032258
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/20.jpg,"Kiên quyết chấn chỉnh bộ máy hành chính các cấp, nhanh chóng","Kuei quyết chán chính bả may hành chính cai cáp, mành chóng",0.21666666666666667
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/21.jpg,"khắc phục tình trạng quan liêu, cửa quyền, hách dịch.","khác phục tinh trang quan liệu, cùa quyên, khách đến.",0.20754716981132076
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/22.jpg,Xây dựng và phát triển đội ngũ CB - CC có chất lượng chuyên môn,Xây dựng và phát triển tài nguyên CB-CC có chất lượng chuyên môn.,0.14285714285714285
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/23.jpg,"cao, có phẩm chất, đạo đức. Kiểm tra, xử lý kiên quyết các vụ","eaò, èò phàimh chàit, tàao dhìic. Kièim tra, xìù lèj chèin quyèt càùùùùùùùùùùùùùùùùùùùù",0.7868852459016393
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/24.jpg,"tham nhũng, lãng phí, làm thất thoát tài sản nhà nước... Về kinh","tham nhung, làng phí, làm thật thoát tài sản nhà nước... Viêm nh",0.109375
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/25.jpg,"tế : Tập trung mọi nỗ lực nhằm tháo gỡ sản xuất kinh doanh,","tiế: Tập trung mới nổi tiếc nhằm thay giá sản xuất như dành,",0.288135593220339
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/26.jpg,đưa tốc độ tăng trưởng GDP trên địa bàn TP đạt 12% năm,đưa tôi đã tăng trưởng OP trên địa bàn TP đạt 14% năm,0.1111111111111111
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/27.jpg,"2004 và trên 12% năm 2005. Phát triển nhanh các ngành dịch vụ,",2004 năm triển lãi và năm 2005. Đặt triển nhạnh các ngành dịch vụ.,0.25806451612903225
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/28.jpg,tái cấu trúc các ngành công nghiệp.,tài cầu tiêu cài ngành công nghiệp.,0.2
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/29.jpg,Tiếp tục nhân rộng các mô hình huy động vốn đầu tư. Tập trung khai,tiếp tục nhận rằng cái mù hình huy dáng vẫn dâu trở. Tập trung khá,0.19696969696969696
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/30.jpg,thác các nguồn vốn cho ngân sách. Tổng kết quá trình cổ phần hóa,đời cuối người với cho ngàn sách. Từng hết quả trình có phản hại.,0.328125
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/31.jpg,doanh nghiệp nhà nước và việc tổ chức sắp xếp lại doanh nghiệp nhà,doanh nghiệp nhận nhiều và việc tổ chức sắp xếp lại doanh nghiệp nhà,0.09090909090909091
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/32.jpg,nước. Triển khai quyết định của TP về một số chính sách ưu đãi,mùát. Trùńń khaí gựyết đeńń của TP vè một só châńh sách của tàn.,0.6451612903225806
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/33.jpg,đối với các dự án có vốn đầu tư nước ngoài. Rà soát lại chương,tôi vui cái lời ăn cơ vốn thân thiện người. Khi soát lại chúng,0.41935483870967744
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/34.jpg,trình hội nhập kinh tế của TP. Về văn hóa - xã hội : đẩy mạnh,tạnh hơi nhạp hình tứ của TP. Về văn hoá - xã hội: đây mạnh,0.18032786885245902
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/35.jpg,"xã hội hóa, phát triển xã hội học tập, ưu tiên đầu tư ngân","cái hồn thoát, phát triển xã hội học tập, ưu tiên đấu tranh ngàn",0.25862068965517243
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/36.jpg,sách cho giáo dục - đào tạo.,Lạch cho giàu dục - đào tạo.,0.14285714285714285
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/37.jpg,Nâng cao năng lực quản lý nhà nước trên các lĩnh vực kinh doanh,Nàng cao nàng lúc quàn lý nhà nước trên cái linh vực hình danh.,0.15873015873015872
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/38.jpg,"dịch vụ văn hóa; khắc phục những sơ hở, tiêu cực trong quản lý","dich nu sẵn hoa; nhau phục những sẵn hồ, tiêu cực trong quản lý.",0.20967741935483872
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/251/39.jpg,và hoạt động văn hóa. Tiếp tục tập trung nguồn lực cho chương,và hoạt động văn hoá. Trải túc túc tập trung người lúc cho chúng,0.2459016393442623
